id;Type;STAMINA;STAMINAshifted;other;othershifted
cluster.128-2000-20.qos1;ctmc;16000;16000;445.4874930381775;445.4874930381775
majority.2100.change_state;ctmc;898.7671537399292;898.7671537399292;25.797722339630127;25.797722339630127
speed-ind.2100.change_state;ctmc;4000;4000;38.060200452804565;38.060200452804565
