n;DFTRES;DFTRESscaled;DFTRESshifted;mcsta;mcstascaled;mcstashifted;modes;modesscaled;modesshifted;PET;PETscaled;PETshifted;PRISM;PRISMscaled;PRISMshifted;STAMINA;STAMINAscaled;STAMINAshifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
29;;;;14.974791526794434;14.974791526794434;14.974791526794434;;;;;;;72.18304753303528;72.18304753303528;72.18304753303528;;;;16.82557511329651;16.82557511329651;16.82557511329651;4.307504892349243;4.307504892349243;4.307504892349243
30;;;;14.978732585906982;14.978732585906982;14.978732585906982;;;;;;;84.61483645439148;84.61483645439148;84.61483645439148;;;;17.142479181289673;17.142479181289673;17.142479181289673;4.513299226760864;4.513299226760864;4.513299226760864
31;;;;16.953611850738525;16.953611850738525;16.953611850738525;;;;;;;84.80553030967712;84.80553030967712;84.80553030967712;;;;18.78513479232788;18.78513479232788;18.78513479232788;4.551382541656494;4.551382541656494;4.551382541656494
32;;;;17.927417278289795;17.927417278289795;17.927417278289795;;;;;;;96.88759970664978;96.88759970664978;96.88759970664978;;;;20.439354181289673;20.439354181289673;20.439354181289673;4.68962025642395;4.68962025642395;4.68962025642395
33;;;;19.158452033996582;19.158452033996582;19.158452033996582;;;;;;;100.0719313621521;100.0719313621521;100.0719313621521;;;;20.685575485229492;20.685575485229492;20.685575485229492;5.063380718231201;5.063380718231201;5.063380718231201
34;;;;20.518868923187256;20.518868923187256;20.518868923187256;;;;;;;100.08428907394409;100.08428907394409;100.08428907394409;;;;22.66598153114319;22.66598153114319;22.66598153114319;6.039976596832275;6.039976596832275;6.039976596832275
35;;;;21.593319416046143;21.593319416046143;21.593319416046143;;;;;;;111.21973371505737;111.21973371505737;111.21973371505737;;;;22.867125511169434;22.867125511169434;22.867125511169434;6.475464344024658;6.475464344024658;6.475464344024658
36;;;;23.118725538253784;23.118725538253784;23.118725538253784;;;;;;;118.58497667312622;118.58497667312622;118.58497667312622;;;;23.409716844558716;23.409716844558716;23.409716844558716;6.679159879684448;6.679159879684448;6.679159879684448
37;;;;24.842591285705566;24.842591285705566;24.842591285705566;;;;;;;120.84408450126648;120.84408450126648;120.84408450126648;;;;24.43109107017517;24.43109107017517;24.43109107017517;6.912035942077637;6.912035942077637;6.912035942077637
38;;;;29.053817987442017;29.053817987442017;29.053817987442017;;;;;;;166.78632879257202;166.78632879257202;166.78632879257202;;;;24.501177310943604;24.501177310943604;24.501177310943604;7.2423317432403564;7.2423317432403564;7.2423317432403564
39;;;;30.379965782165527;30.379965782165527;30.379965782165527;;;;;;;213.76269817352295;213.76269817352295;213.76269817352295;;;;25.200990438461304;25.200990438461304;25.200990438461304;8.609684467315674;8.609684467315674;8.609684467315674
40;;;;31.034334421157837;31.034334421157837;31.034334421157837;;;;;;;239.92904829978943;239.92904829978943;239.92904829978943;;;;27.990083694458008;27.990083694458008;27.990083694458008;8.818049430847168;8.818049430847168;8.818049430847168
41;;;;31.348012685775757;31.348012685775757;31.348012685775757;;;;;;;418.5042233467102;418.5042233467102;418.5042233467102;;;;33.84789323806763;33.84789323806763;33.84789323806763;8.936333656311035;8.936333656311035;8.936333656311035
42;;;;31.618762731552124;31.618762731552124;31.618762731552124;;;;;;;446.34356021881104;446.34356021881104;446.34356021881104;;;;36.714049100875854;36.714049100875854;36.714049100875854;9.094918251037598;9.094918251037598;9.094918251037598
43;;;;34.61443734169006;34.61443734169006;34.61443734169006;;;;;;;455.83624243736267;455.83624243736267;455.83624243736267;;;;37.67688703536987;37.67688703536987;37.67688703536987;9.255388259887695;9.255388259887695;9.255388259887695
44;;;;43.00438332557678;43.00438332557678;43.00438332557678;;;;;;;630.5307590961456;630.5307590961456;630.5307590961456;;;;38.9756395816803;38.9756395816803;38.9756395816803;9.49097204208374;9.49097204208374;9.49097204208374
45;;;;45.813963890075684;45.813963890075684;45.813963890075684;;;;;;;;;;;;;41.179983615875244;41.179983615875244;41.179983615875244;10.386704206466675;10.386704206466675;10.386704206466675
46;;;;46.12007546424866;46.12007546424866;46.12007546424866;;;;;;;;;;;;;44.337116718292236;44.337116718292236;44.337116718292236;10.40230393409729;10.40230393409729;10.40230393409729
47;;;;53.313454389572144;53.313454389572144;53.313454389572144;;;;;;;;;;;;;47.672465085983276;47.672465085983276;47.672465085983276;12.619495391845703;12.619495391845703;12.619495391845703
48;;;;63.01635217666626;63.01635217666626;63.01635217666626;;;;;;;;;;;;;50.93265986442566;50.93265986442566;50.93265986442566;13.673052310943604;13.673052310943604;13.673052310943604
49;;;;78.38766884803772;78.38766884803772;78.38766884803772;;;;;;;;;;;;;54.549681425094604;54.549681425094604;54.549681425094604;16.491640329360962;16.491640329360962;16.491640329360962
50;;;;78.92872262001038;78.92872262001038;78.92872262001038;;;;;;;;;;;;;57.25772047042847;57.25772047042847;57.25772047042847;19.453673124313354;19.453673124313354;19.453673124313354
51;;;;81.95500469207764;81.95500469207764;81.95500469207764;;;;;;;;;;;;;57.4958279132843;57.4958279132843;57.4958279132843;20.044816970825195;20.044816970825195;20.044816970825195
52;;;;102.77095222473145;102.77095222473145;102.77095222473145;;;;;;;;;;;;;58.06374669075012;58.06374669075012;58.06374669075012;20.760208129882812;20.760208129882812;20.760208129882812
53;;;;134.83462142944336;134.83462142944336;134.83462142944336;;;;;;;;;;;;;58.921613931655884;58.921613931655884;58.921613931655884;23.0513699054718;23.0513699054718;23.0513699054718
54;;;;144.26849842071533;144.26849842071533;144.26849842071533;;;;;;;;;;;;;61.41531467437744;61.41531467437744;61.41531467437744;23.343345642089844;23.343345642089844;23.343345642089844
55;;;;154.1444354057312;154.1444354057312;154.1444354057312;;;;;;;;;;;;;62.66628384590149;62.66628384590149;62.66628384590149;24.371739625930786;24.371739625930786;24.371739625930786
56;;;;156.24115753173828;156.24115753173828;156.24115753173828;;;;;;;;;;;;;65.06006741523743;65.06006741523743;65.06006741523743;24.77476143836975;24.77476143836975;24.77476143836975
57;;;;165.61006808280945;165.61006808280945;165.61006808280945;;;;;;;;;;;;;77.49266505241394;77.49266505241394;77.49266505241394;25.360629081726074;25.360629081726074;25.360629081726074
58;;;;173.1283814907074;173.1283814907074;173.1283814907074;;;;;;;;;;;;;90.2938928604126;90.2938928604126;90.2938928604126;26.026153564453125;26.026153564453125;26.026153564453125
59;;;;185.40929579734802;185.40929579734802;185.40929579734802;;;;;;;;;;;;;90.85471224784851;90.85471224784851;90.85471224784851;27.561355113983154;27.561355113983154;27.561355113983154
60;;;;294.46830773353577;294.46830773353577;294.46830773353577;;;;;;;;;;;;;99.27868247032166;99.27868247032166;99.27868247032166;28.241543531417847;28.241543531417847;28.241543531417847
61;;;;295.01219177246094;295.01219177246094;295.01219177246094;;;;;;;;;;;;;115.01229310035706;115.01229310035706;115.01229310035706;29.63448405265808;29.63448405265808;29.63448405265808
62;;;;337.367210149765;337.367210149765;337.367210149765;;;;;;;;;;;;;116.69167304039001;116.69167304039001;116.69167304039001;32.40609407424927;32.40609407424927;32.40609407424927
63;;;;359.56964921951294;359.56964921951294;359.56964921951294;;;;;;;;;;;;;159.44954562187195;159.44954562187195;159.44954562187195;35.61362910270691;35.61362910270691;35.61362910270691
64;;;;468.80231523513794;468.80231523513794;468.80231523513794;;;;;;;;;;;;;186.33288264274597;186.33288264274597;186.33288264274597;37.6872341632843;37.6872341632843;37.6872341632843
65;;;;787.2704019546509;787.2704019546509;787.2704019546509;;;;;;;;;;;;;187.31530928611755;187.31530928611755;187.31530928611755;38.83102536201477;38.83102536201477;38.83102536201477
66;;;;1799.6424236297607;1799.6424236297607;1799.6424236297607;;;;;;;;;;;;;189.03101468086243;189.03101468086243;189.03101468086243;40.40327739715576;40.40327739715576;40.40327739715576
67;;;;;;;;;;;;;;;;;;;191.36507272720337;191.36507272720337;191.36507272720337;45.57997536659241;45.57997536659241;45.57997536659241
68;;;;;;;;;;;;;;;;;;;193.17824006080627;193.17824006080627;193.17824006080627;47.50251245498657;47.50251245498657;47.50251245498657
69;;;;;;;;;;;;;;;;;;;193.34556484222412;193.34556484222412;193.34556484222412;47.524653673172;47.524653673172;47.524653673172
70;;;;;;;;;;;;;;;;;;;242.87736129760742;242.87736129760742;242.87736129760742;48.9425745010376;48.9425745010376;48.9425745010376
71;;;;;;;;;;;;;;;;;;;269.60169863700867;269.60169863700867;269.60169863700867;55.114081144332886;55.114081144332886;55.114081144332886
72;;;;;;;;;;;;;;;;;;;273.86997747421265;273.86997747421265;273.86997747421265;56.823638677597046;56.823638677597046;56.823638677597046
73;;;;;;;;;;;;;;;;;;;444.55461621284485;444.55461621284485;444.55461621284485;57.753721952438354;57.753721952438354;57.753721952438354
74;;;;;;;;;;;;;;;;;;;450.68515038490295;450.68515038490295;450.68515038490295;60.143861532211304;60.143861532211304;60.143861532211304
75;;;;;;;;;;;;;;;;;;;611.5677299499512;611.5677299499512;611.5677299499512;62.99220252037048;62.99220252037048;62.99220252037048
76;;;;;;;;;;;;;;;;;;;611.816163778305;611.816163778305;611.816163778305;73.7836971282959;73.7836971282959;73.7836971282959
77;;;;;;;;;;;;;;;;;;;823.9160499572754;823.9160499572754;823.9160499572754;76.42004060745239;76.42004060745239;76.42004060745239
78;;;;;;;;;;;;;;;;;;;935.5361328125;935.5361328125;935.5361328125;102.72332310676575;102.72332310676575;102.72332310676575
79;;;;;;;;;;;;;;;;;;;;;;116.80796551704407;116.80796551704407;116.80796551704407
80;;;;;;;;;;;;;;;;;;;;;;210.014741897583;210.014741897583;210.014741897583
81;;;;;;;;;;;;;;;;;;;;;;210.07728958129883;210.07728958129883;210.07728958129883
82;;;;;;;;;;;;;;;;;;;;;;238.02136516571045;238.02136516571045;238.02136516571045
83;;;;;;;;;;;;;;;;;;;;;;242.6354639530182;242.6354639530182;242.6354639530182
84;;;;;;;;;;;;;;;;;;;;;;445.4874930381775;445.4874930381775;445.4874930381775
85;;;;;;;;;;;;;;;;;;;;;;522.7583940029144;522.7583940029144;522.7583940029144
86;;;;;;;;;;;;;;;;;;;;;;616.8096361160278;616.8096361160278;616.8096361160278
87;;;;;;;;;;;;;;;;;;;;;;1396.6023995876312;1396.6023995876312;1396.6023995876312
88;;;;;;;;;;;;;;;;;;;;;;;;
89;;;;;;;;;;;;;;;;;;;;;;;;
90;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;;;;;;;;;;;;;;;;;;;;;
92;;;;;;;;;;;;;;;;;;;;;;;;
93;;;;;;;;;;;;;;;;;;;;;;;;
94;;;;;;;;;;;;;;;;;;;;;;;;
95;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;;;;;;;;;;;;;;;;;;;;;
98;;;;;;;;;;;;;;;;;;;;;;;;
99;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;
