n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
22;7.515087604522705;7.515087604522705;7.515087604522705;9.500243186950684;9.500243186950684;9.500243186950684;2.749669075012207;2.749669075012207;2.749669075012207
23;10.14117980003357;10.14117980003357;10.14117980003357;10.06827163696289;10.06827163696289;10.06827163696289;2.9509332180023193;2.9509332180023193;2.9509332180023193
24;12.776201963424683;12.776201963424683;12.776201963424683;10.372932434082031;10.372932434082031;10.372932434082031;3.397376775741577;3.397376775741577;3.397376775741577
25;13.170981407165527;13.170981407165527;13.170981407165527;12.851221084594727;12.851221084594727;12.851221084594727;3.718679904937744;3.718679904937744;3.718679904937744
26;13.938234329223633;13.938234329223633;13.938234329223633;15.45097279548645;15.45097279548645;15.45097279548645;3.76371431350708;3.76371431350708;3.76371431350708
27;14.444582462310791;14.444582462310791;14.444582462310791;15.493448734283447;15.493448734283447;15.493448734283447;3.800344705581665;3.800344705581665;3.800344705581665
28;14.974791526794434;14.974791526794434;14.974791526794434;16.82557511329651;16.82557511329651;16.82557511329651;4.044528245925903;4.044528245925903;4.044528245925903
29;14.978732585906982;14.978732585906982;14.978732585906982;17.142479181289673;17.142479181289673;17.142479181289673;4.513299226760864;4.513299226760864;4.513299226760864
30;16.953611850738525;16.953611850738525;16.953611850738525;18.78513479232788;18.78513479232788;18.78513479232788;4.551382541656494;4.551382541656494;4.551382541656494
31;17.927417278289795;17.927417278289795;17.927417278289795;20.439354181289673;20.439354181289673;20.439354181289673;4.68962025642395;4.68962025642395;4.68962025642395
32;19.158452033996582;19.158452033996582;19.158452033996582;20.685575485229492;20.685575485229492;20.685575485229492;5.063380718231201;5.063380718231201;5.063380718231201
33;20.518868923187256;20.518868923187256;20.518868923187256;22.867125511169434;22.867125511169434;22.867125511169434;6.039976596832275;6.039976596832275;6.039976596832275
34;21.593319416046143;21.593319416046143;21.593319416046143;23.409716844558716;23.409716844558716;23.409716844558716;6.475464344024658;6.475464344024658;6.475464344024658
35;23.118725538253784;23.118725538253784;23.118725538253784;24.43109107017517;24.43109107017517;24.43109107017517;6.679159879684448;6.679159879684448;6.679159879684448
36;24.842591285705566;24.842591285705566;24.842591285705566;24.501177310943604;24.501177310943604;24.501177310943604;6.912035942077637;6.912035942077637;6.912035942077637
37;29.053817987442017;29.053817987442017;29.053817987442017;25.200990438461304;25.200990438461304;25.200990438461304;7.2423317432403564;7.2423317432403564;7.2423317432403564
38;30.379965782165527;30.379965782165527;30.379965782165527;27.990083694458008;27.990083694458008;27.990083694458008;8.609684467315674;8.609684467315674;8.609684467315674
39;31.034334421157837;31.034334421157837;31.034334421157837;33.84789323806763;33.84789323806763;33.84789323806763;8.818049430847168;8.818049430847168;8.818049430847168
40;31.348012685775757;31.348012685775757;31.348012685775757;36.714049100875854;36.714049100875854;36.714049100875854;8.936333656311035;8.936333656311035;8.936333656311035
41;31.618762731552124;31.618762731552124;31.618762731552124;37.67688703536987;37.67688703536987;37.67688703536987;9.094918251037598;9.094918251037598;9.094918251037598
42;34.61443734169006;34.61443734169006;34.61443734169006;38.9756395816803;38.9756395816803;38.9756395816803;9.255388259887695;9.255388259887695;9.255388259887695
43;43.00438332557678;43.00438332557678;43.00438332557678;41.179983615875244;41.179983615875244;41.179983615875244;9.49097204208374;9.49097204208374;9.49097204208374
44;45.813963890075684;45.813963890075684;45.813963890075684;44.337116718292236;44.337116718292236;44.337116718292236;10.386704206466675;10.386704206466675;10.386704206466675
45;46.12007546424866;46.12007546424866;46.12007546424866;47.672465085983276;47.672465085983276;47.672465085983276;12.619495391845703;12.619495391845703;12.619495391845703
46;53.313454389572144;53.313454389572144;53.313454389572144;50.93265986442566;50.93265986442566;50.93265986442566;16.491640329360962;16.491640329360962;16.491640329360962
47;63.01635217666626;63.01635217666626;63.01635217666626;54.549681425094604;54.549681425094604;54.549681425094604;19.453673124313354;19.453673124313354;19.453673124313354
48;78.38766884803772;78.38766884803772;78.38766884803772;57.25772047042847;57.25772047042847;57.25772047042847;20.044816970825195;20.044816970825195;20.044816970825195
49;78.92872262001038;78.92872262001038;78.92872262001038;57.4958279132843;57.4958279132843;57.4958279132843;20.760208129882812;20.760208129882812;20.760208129882812
50;81.95500469207764;81.95500469207764;81.95500469207764;58.06374669075012;58.06374669075012;58.06374669075012;23.0513699054718;23.0513699054718;23.0513699054718
51;102.77095222473145;102.77095222473145;102.77095222473145;58.921613931655884;58.921613931655884;58.921613931655884;23.343345642089844;23.343345642089844;23.343345642089844
52;134.83462142944336;134.83462142944336;134.83462142944336;61.41531467437744;61.41531467437744;61.41531467437744;24.371739625930786;24.371739625930786;24.371739625930786
53;144.26849842071533;144.26849842071533;144.26849842071533;62.66628384590149;62.66628384590149;62.66628384590149;24.77476143836975;24.77476143836975;24.77476143836975
54;154.1444354057312;154.1444354057312;154.1444354057312;77.49266505241394;77.49266505241394;77.49266505241394;25.360629081726074;25.360629081726074;25.360629081726074
55;156.24115753173828;156.24115753173828;156.24115753173828;90.2938928604126;90.2938928604126;90.2938928604126;26.026153564453125;26.026153564453125;26.026153564453125
56;165.61006808280945;165.61006808280945;165.61006808280945;115.01229310035706;115.01229310035706;115.01229310035706;27.561355113983154;27.561355113983154;27.561355113983154
57;173.1283814907074;173.1283814907074;173.1283814907074;116.69167304039001;116.69167304039001;116.69167304039001;28.241543531417847;28.241543531417847;28.241543531417847
58;185.40929579734802;185.40929579734802;185.40929579734802;159.44954562187195;159.44954562187195;159.44954562187195;29.63448405265808;29.63448405265808;29.63448405265808
59;294.46830773353577;294.46830773353577;294.46830773353577;186.33288264274597;186.33288264274597;186.33288264274597;32.40609407424927;32.40609407424927;32.40609407424927
60;295.01219177246094;295.01219177246094;295.01219177246094;187.31530928611755;187.31530928611755;187.31530928611755;35.61362910270691;35.61362910270691;35.61362910270691
61;337.367210149765;337.367210149765;337.367210149765;189.03101468086243;189.03101468086243;189.03101468086243;37.6872341632843;37.6872341632843;37.6872341632843
62;359.56964921951294;359.56964921951294;359.56964921951294;242.87736129760742;242.87736129760742;242.87736129760742;38.83102536201477;38.83102536201477;38.83102536201477
63;787.2704019546509;787.2704019546509;787.2704019546509;269.60169863700867;269.60169863700867;269.60169863700867;40.40327739715576;40.40327739715576;40.40327739715576
64;1799.6424236297607;1799.6424236297607;1799.6424236297607;273.86997747421265;273.86997747421265;273.86997747421265;45.57997536659241;45.57997536659241;45.57997536659241
65;;;;444.55461621284485;444.55461621284485;444.55461621284485;47.524653673172;47.524653673172;47.524653673172
66;;;;450.68515038490295;450.68515038490295;450.68515038490295;55.114081144332886;55.114081144332886;55.114081144332886
67;;;;611.5677299499512;611.5677299499512;611.5677299499512;56.823638677597046;56.823638677597046;56.823638677597046
68;;;;823.9160499572754;823.9160499572754;823.9160499572754;57.753721952438354;57.753721952438354;57.753721952438354
69;;;;935.5361328125;935.5361328125;935.5361328125;60.143861532211304;60.143861532211304;60.143861532211304
70;;;;;;;62.99220252037048;62.99220252037048;62.99220252037048
71;;;;;;;73.7836971282959;73.7836971282959;73.7836971282959
72;;;;;;;76.42004060745239;76.42004060745239;76.42004060745239
73;;;;;;;116.80796551704407;116.80796551704407;116.80796551704407
74;;;;;;;242.6354639530182;242.6354639530182;242.6354639530182
75;;;;;;;445.4874930381775;445.4874930381775;445.4874930381775
76;;;;;;;522.7583940029144;522.7583940029144;522.7583940029144
77;;;;;;;1396.6023995876312;1396.6023995876312;1396.6023995876312
78;;;;;;;;;
79;;;;;;;;;
80;;;;;;;;;
81;;;;;;;;;
82;;;;;;;;;
83;;;;;;;;;
84;;;;;;;;;
85;;;;;;;;;
86;;;;;;;;;
