id;Type;STAMINA;STAMINAshifted;other;othershifted
cluster.128-2000-20.qos1;ctmc;16000;16000;444.55461621284485;444.55461621284485
majority.2100.change_state;ctmc;898.7671537399292;898.7671537399292;26.813102960586548;26.813102960586548
speed-ind.2100.change_state;ctmc;4000;4000;38.55874681472778;38.55874681472778
