n;Storm;Stormscaled;Stormshifted;Storm-static;Storm-staticscaled;Storm-staticshifted;mcsta;mcstascaled;mcstashifted;PRISM;PRISMscaled;PRISMshifted;PRISM-TUM;PRISM-TUMscaled;PRISM-TUMshifted;modes;modesscaled;modesshifted;STAMINA;STAMINAscaled;STAMINAshifted;DFTRES;DFTRESscaled;DFTRESshifted;ModestFRETpiLRTDP;ModestFRETpiLRTDPscaled;ModestFRETpiLRTDPshifted;ePMC;ePMCscaled;ePMCshifted;ePMC-6;ePMC-6scaled;ePMC-6shifted
46;13.504166603088379;13.504166603088379;13.504166603088379;11.066964626312256;11.066964626312256;11.066964626312256;82.08800458908081;82.08800458908081;82.08800458908081;95.56758618354797;95.56758618354797;95.56758618354797;;;;;;;;;;;;;;;;;;;;;
47;14.526547908782959;14.526547908782959;14.526547908782959;12.220685482025146;12.220685482025146;12.220685482025146;96.99260330200195;96.99260330200195;96.99260330200195;96.93561959266663;96.93561959266663;96.93561959266663;;;;;;;;;;;;;;;;;;;;;
48;16.54027271270752;16.54027271270752;16.54027271270752;12.312795877456665;12.312795877456665;12.312795877456665;104.70440745353699;104.70440745353699;104.70440745353699;99.64679265022278;99.64679265022278;99.64679265022278;;;;;;;;;;;;;;;;;;;;;
49;17.32126760482788;17.32126760482788;17.32126760482788;13.464123487472534;13.464123487472534;13.464123487472534;136.16869854927063;136.16869854927063;136.16869854927063;99.85981130599976;99.85981130599976;99.85981130599976;;;;;;;;;;;;;;;;;;;;;
50;19.423076629638672;19.423076629638672;19.423076629638672;15.528366327285767;15.528366327285767;15.528366327285767;143.41166067123413;143.41166067123413;143.41166067123413;147.040429353714;147.040429353714;147.040429353714;;;;;;;;;;;;;;;;;;;;;
51;20.77903938293457;20.77903938293457;20.77903938293457;15.811761379241943;15.811761379241943;15.811761379241943;155.36040258407593;155.36040258407593;155.36040258407593;185.84221267700195;185.84221267700195;185.84221267700195;;;;;;;;;;;;;;;;;;;;;
52;22.949683904647827;22.949683904647827;22.949683904647827;20.642104864120483;20.642104864120483;20.642104864120483;162.45264649391174;162.45264649391174;162.45264649391174;186.17752933502197;186.17752933502197;186.17752933502197;;;;;;;;;;;;;;;;;;;;;
53;23.670626878738403;23.670626878738403;23.670626878738403;20.71578359603882;20.71578359603882;20.71578359603882;173.54415917396545;173.54415917396545;173.54415917396545;240.73267245292664;240.73267245292664;240.73267245292664;;;;;;;;;;;;;;;;;;;;;
54;25.82897114753723;25.82897114753723;25.82897114753723;22.941450834274292;22.941450834274292;22.941450834274292;197.91679525375366;197.91679525375366;197.91679525375366;255.74289560317993;255.74289560317993;255.74289560317993;;;;;;;;;;;;;;;;;;;;;
55;26.02415657043457;26.02415657043457;26.02415657043457;23.80597162246704;23.80597162246704;23.80597162246704;248.58886337280273;248.58886337280273;248.58886337280273;542.9539442062378;542.9539442062378;542.9539442062378;;;;;;;;;;;;;;;;;;;;;
56;27.95629072189331;27.95629072189331;27.95629072189331;25.759570121765137;25.759570121765137;25.759570121765137;292.29004740715027;292.29004740715027;292.29004740715027;634.2974512577057;634.2974512577057;634.2974512577057;;;;;;;;;;;;;;;;;;;;;
57;28.186004877090454;28.186004877090454;28.186004877090454;27.709351062774658;27.709351062774658;27.709351062774658;299.79538893699646;299.79538893699646;299.79538893699646;;;;;;;;;;;;;;;;;;;;;;;;
58;29.184969186782837;29.184969186782837;29.184969186782837;27.774599313735962;27.774599313735962;27.774599313735962;455.8323423862457;455.8323423862457;455.8323423862457;;;;;;;;;;;;;;;;;;;;;;;;
59;29.750993251800537;29.750993251800537;29.750993251800537;27.907816171646118;27.907816171646118;27.907816171646118;468.57722568511963;468.57722568511963;468.57722568511963;;;;;;;;;;;;;;;;;;;;;;;;
60;32.29943537712097;32.29943537712097;32.29943537712097;28.31005334854126;28.31005334854126;28.31005334854126;554.3715498447418;554.3715498447418;554.3715498447418;;;;;;;;;;;;;;;;;;;;;;;;
61;32.46374273300171;32.46374273300171;32.46374273300171;31.299440145492554;31.299440145492554;31.299440145492554;788.1266028881073;788.1266028881073;788.1266028881073;;;;;;;;;;;;;;;;;;;;;;;;
62;34.00934982299805;34.00934982299805;34.00934982299805;31.525105476379395;31.525105476379395;31.525105476379395;1311.3094158172607;1311.3094158172607;1311.3094158172607;;;;;;;;;;;;;;;;;;;;;;;;
63;34.5739164352417;34.5739164352417;34.5739164352417;32.444220542907715;32.444220542907715;32.444220542907715;1433.4535908699036;1433.4535908699036;1433.4535908699036;;;;;;;;;;;;;;;;;;;;;;;;
64;37.9644033908844;37.9644033908844;37.9644033908844;34.1780846118927;34.1780846118927;34.1780846118927;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;45.686034202575684;45.686034202575684;45.686034202575684;39.93663835525513;39.93663835525513;39.93663835525513;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;46.0592987537384;46.0592987537384;46.0592987537384;43.639577865600586;43.639577865600586;43.639577865600586;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;46.22454047203064;46.22454047203064;46.22454047203064;45.90375065803528;45.90375065803528;45.90375065803528;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;46.3243293762207;46.3243293762207;46.3243293762207;46.29270362854004;46.29270362854004;46.29270362854004;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;47.809059619903564;47.809059619903564;47.809059619903564;46.4829204082489;46.4829204082489;46.4829204082489;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;48.76055908203125;48.76055908203125;48.76055908203125;49.87902021408081;49.87902021408081;49.87902021408081;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;53.05412244796753;53.05412244796753;53.05412244796753;51.26708960533142;51.26708960533142;51.26708960533142;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;54.55537295341492;54.55537295341492;54.55537295341492;51.307175636291504;51.307175636291504;51.307175636291504;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;57.11825132369995;57.11825132369995;57.11825132369995;56.88949704170227;56.88949704170227;56.88949704170227;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;57.72273588180542;57.72273588180542;57.72273588180542;57.18780016899109;57.18780016899109;57.18780016899109;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;57.92597198486328;57.92597198486328;57.92597198486328;57.383718967437744;57.383718967437744;57.383718967437744;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;58.6887629032135;58.6887629032135;58.6887629032135;58.92658519744873;58.92658519744873;58.92658519744873;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;73.49217557907104;73.49217557907104;73.49217557907104;74.1528058052063;74.1528058052063;74.1528058052063;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;119.04714965820312;119.04714965820312;119.04714965820312;120.61619734764099;120.61619734764099;120.61619734764099;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;125.93564033508301;125.93564033508301;125.93564033508301;126.30804967880249;126.30804967880249;126.30804967880249;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;153.45935201644897;153.45935201644897;153.45935201644897;186.26891350746155;186.26891350746155;186.26891350746155;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;209.80363702774048;209.80363702774048;209.80363702774048;192.6433880329132;192.6433880329132;192.6433880329132;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;210.48579907417297;210.48579907417297;210.48579907417297;193.24811363220215;193.24811363220215;193.24811363220215;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;236.51128005981445;236.51128005981445;236.51128005981445;232.8868658542633;232.8868658542633;232.8868658542633;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;307.41595363616943;307.41595363616943;307.41595363616943;406.83761405944824;406.83761405944824;406.83761405944824;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;540.6997294425964;540.6997294425964;540.6997294425964;534.777694940567;534.777694940567;534.777694940567;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;1408.3705487251282;1408.3705487251282;1408.3705487251282;1409.8088328838348;1409.8088328838348;1409.8088328838348;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
