n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
66;;;;632.4046204090118;632.4046204090118;632.4046204090118;53.05412244796753;53.05412244796753;53.05412244796753
67;;;;822.0869903564453;822.0869903564453;822.0869903564453;57.11825132369995;57.11825132369995;57.11825132369995
68;;;;923.8035209178925;923.8035209178925;923.8035209178925;57.72273588180542;57.72273588180542;57.72273588180542
69;;;;;;;57.92597198486328;57.92597198486328;57.92597198486328
70;;;;;;;58.6887629032135;58.6887629032135;58.6887629032135
71;;;;;;;73.49217557907104;73.49217557907104;73.49217557907104
72;;;;;;;119.04714965820312;119.04714965820312;119.04714965820312
73;;;;;;;125.93564033508301;125.93564033508301;125.93564033508301
74;;;;;;;153.45935201644897;153.45935201644897;153.45935201644897
75;;;;;;;540.6997294425964;540.6997294425964;540.6997294425964
76;;;;;;;1408.3705487251282;1408.3705487251282;1408.3705487251282
77;;;;;;;;;
78;;;;;;;;;
79;;;;;;;;;
80;;;;;;;;;
81;;;;;;;;;
82;;;;;;;;;
83;;;;;;;;;
84;;;;;;;;;
85;;;;;;;;;
86;;;;;;;;;
