n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
63;;;;45.90375065803528;45.90375065803528;45.90375065803528;46.0592987537384;46.0592987537384;46.0592987537384
64;;;;46.4829204082489;46.4829204082489;46.4829204082489;46.22454047203064;46.22454047203064;46.22454047203064
65;;;;49.87902021408081;49.87902021408081;49.87902021408081;46.3243293762207;46.3243293762207;46.3243293762207
66;;;;51.26708960533142;51.26708960533142;51.26708960533142;53.05412244796753;53.05412244796753;53.05412244796753
67;;;;56.88949704170227;56.88949704170227;56.88949704170227;57.11825132369995;57.11825132369995;57.11825132369995
68;;;;57.18780016899109;57.18780016899109;57.18780016899109;57.72273588180542;57.72273588180542;57.72273588180542
69;;;;57.383718967437744;57.383718967437744;57.383718967437744;57.92597198486328;57.92597198486328;57.92597198486328
70;;;;58.92658519744873;58.92658519744873;58.92658519744873;58.6887629032135;58.6887629032135;58.6887629032135
71;;;;74.1528058052063;74.1528058052063;74.1528058052063;73.49217557907104;73.49217557907104;73.49217557907104
72;;;;120.61619734764099;120.61619734764099;120.61619734764099;119.04714965820312;119.04714965820312;119.04714965820312
73;;;;126.30804967880249;126.30804967880249;126.30804967880249;125.93564033508301;125.93564033508301;125.93564033508301
74;;;;186.26891350746155;186.26891350746155;186.26891350746155;153.45935201644897;153.45935201644897;153.45935201644897
75;;;;534.777694940567;534.777694940567;534.777694940567;540.6997294425964;540.6997294425964;540.6997294425964
76;;;;1409.8088328838348;1409.8088328838348;1409.8088328838348;1408.3705487251282;1408.3705487251282;1408.3705487251282
77;;;;;;;;;
78;;;;;;;;;
79;;;;;;;;;
80;;;;;;;;;
81;;;;;;;;;
82;;;;;;;;;
83;;;;;;;;;
84;;;;;;;;;
85;;;;;;;;;
86;;;;;;;;;
