id;Type;STAMINA;STAMINAshifted;other;othershifted
cluster.128-2000-20.qos1;ctmc;16000;16000;177.70716762542725;177.70716762542725
majority.2100.change_state;ctmc;904.0696170330048;904.0696170330048;32.444220542907715;32.444220542907715
speed-ind.2100.change_state;ctmc;4000;4000;126.30804967880249;126.30804967880249
