n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
19;22.28098726272583;22.28098726272583;22.28098726272583;5.339758634567261;5.339758634567261;5.339758634567261;4.655896425247192;4.655896425247192;4.655896425247192
20;25.009660720825195;25.009660720825195;25.009660720825195;5.659239053726196;5.659239053726196;5.659239053726196;5.840109348297119;5.840109348297119;5.840109348297119
21;28.12315845489502;28.12315845489502;28.12315845489502;6.141637802124023;6.141637802124023;6.141637802124023;5.9681556224823;5.9681556224823;5.9681556224823
22;28.93529224395752;28.93529224395752;28.93529224395752;6.3231165409088135;6.3231165409088135;6.3231165409088135;6.182638168334961;6.182638168334961;6.182638168334961
23;31.09599471092224;31.09599471092224;31.09599471092224;6.412476539611816;6.412476539611816;6.412476539611816;6.9316794872283936;6.9316794872283936;6.9316794872283936
24;31.653822660446167;31.653822660446167;31.653822660446167;7.421068906784058;7.421068906784058;7.421068906784058;6.977262020111084;6.977262020111084;6.977262020111084
25;44.12491154670715;44.12491154670715;44.12491154670715;9.010342359542847;9.010342359542847;9.010342359542847;8.527657985687256;8.527657985687256;8.527657985687256
26;44.932929277420044;44.932929277420044;44.932929277420044;9.320540189743042;9.320540189743042;9.320540189743042;8.91723370552063;8.91723370552063;8.91723370552063
27;45.77377796173096;45.77377796173096;45.77377796173096;9.679322957992554;9.679322957992554;9.679322957992554;9.272659063339233;9.272659063339233;9.272659063339233
28;52.10481858253479;52.10481858253479;52.10481858253479;11.983569383621216;11.983569383621216;11.983569383621216;9.737785339355469;9.737785339355469;9.737785339355469
29;59.76944828033447;59.76944828033447;59.76944828033447;15.80347228050232;15.80347228050232;15.80347228050232;12.610655546188354;12.610655546188354;12.610655546188354
30;104.52406144142151;104.52406144142151;104.52406144142151;18.455975770950317;18.455975770950317;18.455975770950317;16.53235912322998;16.53235912322998;16.53235912322998
31;132.88539385795593;132.88539385795593;132.88539385795593;22.864357948303223;22.864357948303223;22.864357948303223;19.410677671432495;19.410677671432495;19.410677671432495
32;159.04154920578003;159.04154920578003;159.04154920578003;27.787904500961304;27.787904500961304;27.787904500961304;22.943785429000854;22.943785429000854;22.943785429000854
33;170.64026975631714;170.64026975631714;170.64026975631714;30.84026074409485;30.84026074409485;30.84026074409485;26.025044202804565;26.025044202804565;26.025044202804565
34;173.48348712921143;173.48348712921143;173.48348712921143;31.024540185928345;31.024540185928345;31.024540185928345;27.43579864501953;27.43579864501953;27.43579864501953
35;197.98128843307495;197.98128843307495;197.98128843307495;31.048117876052856;31.048117876052856;31.048117876052856;31.598219633102417;31.598219633102417;31.598219633102417
36;212.11378288269043;212.11378288269043;212.11378288269043;32.551074266433716;32.551074266433716;32.551074266433716;31.746829986572266;31.746829986572266;31.746829986572266
37;212.87614274024963;212.87614274024963;212.87614274024963;38.42003321647644;38.42003321647644;38.42003321647644;32.44777822494507;32.44777822494507;32.44777822494507
38;289.1626591682434;289.1626591682434;289.1626591682434;45.793503522872925;45.793503522872925;45.793503522872925;34.5156352519989;34.5156352519989;34.5156352519989
39;290.8097138404846;290.8097138404846;290.8097138404846;48.62711524963379;48.62711524963379;48.62711524963379;40.66728639602661;40.66728639602661;40.66728639602661
40;295.1395661830902;295.1395661830902;295.1395661830902;56.54443359375;56.54443359375;56.54443359375;45.23035383224487;45.23035383224487;45.23035383224487
41;342.58429980278015;342.58429980278015;342.58429980278015;59.88052248954773;59.88052248954773;59.88052248954773;45.649383306503296;45.649383306503296;45.649383306503296
42;530.0237901210785;530.0237901210785;530.0237901210785;71.38368391990662;71.38368391990662;71.38368391990662;57.142983198165894;57.142983198165894;57.142983198165894
43;595.4239778518677;595.4239778518677;595.4239778518677;1409.3428056240082;1409.3428056240082;1409.3428056240082;59.86336040496826;59.86336040496826;59.86336040496826
44;787.9914536476135;787.9914536476135;787.9914536476135;1726.0039384365082;1726.0039384365082;1726.0039384365082;72.00539875030518;72.00539875030518;72.00539875030518
45;1347.8552961349487;1347.8552961349487;1347.8552961349487;;;;1389.020504951477;1389.020504951477;1389.020504951477
46;1409.2800030708313;1409.2800030708313;1409.2800030708313;;;;;;
47;;;;;;;;;
48;;;;;;;;;
49;;;;;;;;;
50;;;;;;;;;
51;;;;;;;;;
52;;;;;;;;;
53;;;;;;;;;
54;;;;;;;;;
55;;;;;;;;;
56;;;;;;;;;
57;;;;;;;;;
58;;;;;;;;;
59;;;;;;;;;
60;;;;;;;;;
61;;;;;;;;;
62;;;;;;;;;
63;;;;;;;;;
64;;;;;;;;;
65;;;;;;;;;
66;;;;;;;;;
67;;;;;;;;;
