n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
1;0.5834999084472656;0.7499805016333018;1.0;0.16849946975708008;0.5630537314082853;1.0;0.05629229545593262;0.5210599442068282;1.0
2;1.5008697509765625;1.5008697509765625;1.5008697509765625;0.3775749206542969;0.6505377094509489;1.0;0.05872178077697754;0.5219351362995924;1.0
3;3.161301851272583;3.161301851272583;3.161301851272583;0.884270191192627;0.9231686703140354;1.0;0.17017889022827148;0.5637073105210464;1.0
4;4.457219123840332;4.457219123840332;4.457219123840332;1.432480812072754;1.432480812072754;1.432480812072754;0.3793656826019287;0.6513429319829738;1.0
5;4.865910768508911;4.865910768508911;4.865910768508911;1.7032315731048584;1.7032315731048584;1.7032315731048584;0.9615771770477295;0.9738075853719411;1.0
6;6.813416481018066;6.813416481018066;6.813416481018066;2.1429407596588135;2.1429407596588135;2.1429407596588135;1.5224509239196777;1.5224509239196777;1.5224509239196777
7;6.853604316711426;6.853604316711426;6.853604316711426;2.2059433460235596;2.2059433460235596;2.2059433460235596;1.8831770420074463;1.8831770420074463;1.8831770420074463
8;7.563396215438843;7.563396215438843;7.563396215438843;2.39858078956604;2.39858078956604;2.39858078956604;2.044778823852539;2.044778823852539;2.044778823852539
9;8.622283220291138;8.622283220291138;8.622283220291138;2.551135301589966;2.551135301589966;2.551135301589966;2.22442889213562;2.22442889213562;2.22442889213562
10;8.715144634246826;8.715144634246826;8.715144634246826;2.551251173019409;2.551251173019409;2.551251173019409;2.2538836002349854;2.2538836002349854;2.2538836002349854
11;11.371845722198486;11.371845722198486;11.371845722198486;2.6739039421081543;2.6739039421081543;2.6739039421081543;2.676541566848755;2.676541566848755;2.676541566848755
12;14.362655639648438;14.362655639648438;14.362655639648438;2.749143123626709;2.749143123626709;2.749143123626709;2.8162624835968018;2.8162624835968018;2.8162624835968018
13;14.709834575653076;14.709834575653076;14.709834575653076;3.0188868045806885;3.0188868045806885;3.0188868045806885;2.9586479663848877;2.9586479663848877;2.9586479663848877
14;17.583662271499634;17.583662271499634;17.583662271499634;3.2915565967559814;3.2915565967559814;3.2915565967559814;3.366090774536133;3.366090774536133;3.366090774536133
15;18.091585874557495;18.091585874557495;18.091585874557495;3.604830741882324;3.604830741882324;3.604830741882324;3.609356164932251;3.609356164932251;3.609356164932251
16;18.24471354484558;18.24471354484558;18.24471354484558;3.6772022247314453;3.6772022247314453;3.6772022247314453;3.7198030948638916;3.7198030948638916;3.7198030948638916
17;19.47104835510254;19.47104835510254;19.47104835510254;4.424342393875122;4.424342393875122;4.424342393875122;3.813185453414917;3.813185453414917;3.813185453414917
18;20.58755660057068;20.58755660057068;20.58755660057068;4.452574014663696;4.452574014663696;4.452574014663696;4.46652364730835;4.46652364730835;4.46652364730835
