n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted
63;1305.7944250106812;1305.7944250106812;1305.7944250106812;57.09825539588928;57.09825539588928;57.09825539588928
64;1412.378526210785;1412.378526210785;1412.378526210785;57.566176891326904;57.566176891326904;57.566176891326904
65;;;;58.33520221710205;58.33520221710205;58.33520221710205
66;;;;59.000834941864014;59.000834941864014;59.000834941864014
67;;;;65.05634808540344;65.05634808540344;65.05634808540344
68;;;;65.33126592636108;65.33126592636108;65.33126592636108
69;;;;68.44365859031677;68.44365859031677;68.44365859031677
70;;;;72.56280946731567;72.56280946731567;72.56280946731567
71;;;;102.94191694259644;102.94191694259644;102.94191694259644
72;;;;175.18121123313904;175.18121123313904;175.18121123313904
73;;;;251.73936486244202;251.73936486244202;251.73936486244202
74;;;;552.077342748642;552.077342748642;552.077342748642
75;;;;581.1152684688568;581.1152684688568;581.1152684688568
76;;;;1495.696308851242;1495.696308851242;1495.696308851242
77;;;;;;
78;;;;;;
79;;;;;;
80;;;;;;
81;;;;;;
82;;;;;;
83;;;;;;
84;;;;;;
85;;;;;;
86;;;;;;
