n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
26;17.638596296310425;17.638596296310425;17.638596296310425;16.778549194335938;16.778549194335938;16.778549194335938;3.902383804321289;3.902383804321289;3.902383804321289
27;18.377565145492554;18.377565145492554;18.377565145492554;16.839864492416382;16.839864492416382;16.839864492416382;4.490706443786621;4.490706443786621;4.490706443786621
28;20.523709535598755;20.523709535598755;20.523709535598755;18.7403507232666;18.7403507232666;18.7403507232666;4.663182973861694;4.663182973861694;4.663182973861694
29;21.660690784454346;21.660690784454346;21.660690784454346;22.844069957733154;22.844069957733154;22.844069957733154;4.754761219024658;4.754761219024658;4.754761219024658
30;24.83673930168152;24.83673930168152;24.83673930168152;22.88879656791687;22.88879656791687;22.88879656791687;5.82468318939209;5.82468318939209;5.82468318939209
31;24.932472705841064;24.932472705841064;24.932472705841064;24.356085538864136;24.356085538864136;24.356085538864136;6.02581000328064;6.02581000328064;6.02581000328064
32;26.42363739013672;26.42363739013672;26.42363739013672;25.23244547843933;25.23244547843933;25.23244547843933;6.436121940612793;6.436121940612793;6.436121940612793
33;29.406187295913696;29.406187295913696;29.406187295913696;25.6209614276886;25.6209614276886;25.6209614276886;6.627501726150513;6.627501726150513;6.627501726150513
34;30.969996690750122;30.969996690750122;30.969996690750122;26.376999139785767;26.376999139785767;26.376999139785767;7.1591527462005615;7.1591527462005615;7.1591527462005615
35;31.393735647201538;31.393735647201538;31.393735647201538;30.256913661956787;30.256913661956787;30.256913661956787;7.224566459655762;7.224566459655762;7.224566459655762
36;31.547567129135132;31.547567129135132;31.547567129135132;33.81913208961487;33.81913208961487;33.81913208961487;7.998741626739502;7.998741626739502;7.998741626739502
37;32.1480667591095;32.1480667591095;32.1480667591095;38.42928433418274;38.42928433418274;38.42928433418274;8.143287658691406;8.143287658691406;8.143287658691406
38;34.8837206363678;34.8837206363678;34.8837206363678;38.651203632354736;38.651203632354736;38.651203632354736;8.706298112869263;8.706298112869263;8.706298112869263
39;36.19031739234924;36.19031739234924;36.19031739234924;44.786712408065796;44.786712408065796;44.786712408065796;8.891348838806152;8.891348838806152;8.891348838806152
40;38.592076778411865;38.592076778411865;38.592076778411865;48.22420382499695;48.22420382499695;48.22420382499695;8.911469221115112;8.911469221115112;8.911469221115112
41;46.59911608695984;46.59911608695984;46.59911608695984;50.95739698410034;50.95739698410034;50.95739698410034;9.19304895401001;9.19304895401001;9.19304895401001
42;52.1372435092926;52.1372435092926;52.1372435092926;54.76093506813049;54.76093506813049;54.76093506813049;9.480974197387695;9.480974197387695;9.480974197387695
43;63.02658224105835;63.02658224105835;63.02658224105835;57.09825539588928;57.09825539588928;57.09825539588928;12.665531635284424;12.665531635284424;12.665531635284424
44;84.2539849281311;84.2539849281311;84.2539849281311;57.566176891326904;57.566176891326904;57.566176891326904;16.46184253692627;16.46184253692627;16.46184253692627
45;94.67513275146484;94.67513275146484;94.67513275146484;58.33520221710205;58.33520221710205;58.33520221710205;19.402340412139893;19.402340412139893;19.402340412139893
46;102.39689588546753;102.39689588546753;102.39689588546753;58.39931845664978;58.39931845664978;58.39931845664978;20.536865949630737;20.536865949630737;20.536865949630737
47;107.16213178634644;107.16213178634644;107.16213178634644;59.000834941864014;59.000834941864014;59.000834941864014;23.03896689414978;23.03896689414978;23.03896689414978
48;133.58866024017334;133.58866024017334;133.58866024017334;61.572596311569214;61.572596311569214;61.572596311569214;23.079660415649414;23.079660415649414;23.079660415649414
49;143.44368028640747;143.44368028640747;143.44368028640747;65.05634808540344;65.05634808540344;65.05634808540344;24.895341396331787;24.895341396331787;24.895341396331787
50;153.74606847763062;153.74606847763062;153.74606847763062;65.33126592636108;65.33126592636108;65.33126592636108;25.882107973098755;25.882107973098755;25.882107973098755
51;163.4789719581604;163.4789719581604;163.4789719581604;68.44365859031677;68.44365859031677;68.44365859031677;26.065330743789673;26.065330743789673;26.065330743789673
52;171.73880887031555;171.73880887031555;171.73880887031555;71.43869113922119;71.43869113922119;71.43869113922119;27.646175146102905;27.646175146102905;27.646175146102905
53;173.04456162452698;173.04456162452698;173.04456162452698;90.11320543289185;90.11320543289185;90.11320543289185;30.340906143188477;30.340906143188477;30.340906143188477
54;187.3759527206421;187.3759527206421;187.3759527206421;98.27381205558777;98.27381205558777;98.27381205558777;32.043384075164795;32.043384075164795;32.043384075164795
55;232.88129138946533;232.88129138946533;232.88129138946533;115.52258896827698;115.52258896827698;115.52258896827698;34.423086404800415;34.423086404800415;34.423086404800415
56;246.28502535820007;246.28502535820007;246.28502535820007;159.89765620231628;159.89765620231628;159.89765620231628;36.33254337310791;36.33254337310791;36.33254337310791
57;275.48971247673035;275.48971247673035;275.48971247673035;175.18121123313904;175.18121123313904;175.18121123313904;38.426015853881836;38.426015853881836;38.426015853881836
58;286.7274241447449;286.7274241447449;286.7274241447449;187.60143303871155;187.60143303871155;187.60143303871155;40.40433216094971;40.40433216094971;40.40433216094971
59;293.5284035205841;293.5284035205841;293.5284035205841;189.17512202262878;189.17512202262878;189.17512202262878;41.2624671459198;41.2624671459198;41.2624671459198
60;424.4119780063629;424.4119780063629;424.4119780063629;203.3464035987854;203.3464035987854;203.3464035987854;45.16190147399902;45.16190147399902;45.16190147399902
61;732.2853336334229;732.2853336334229;732.2853336334229;251.73936486244202;251.73936486244202;251.73936486244202;45.967488288879395;45.967488288879395;45.967488288879395
62;788.7622807025909;788.7622807025909;788.7622807025909;270.77259159088135;270.77259159088135;270.77259159088135;47.855623960494995;47.855623960494995;47.855623960494995
63;1797.438803911209;1797.438803911209;1797.438803911209;273.16239285469055;273.16239285469055;273.16239285469055;56.999635219573975;56.999635219573975;56.999635219573975
64;;;;450.2413065433502;450.2413065433502;450.2413065433502;57.49496579170227;57.49496579170227;57.49496579170227
65;;;;490.5423345565796;490.5423345565796;490.5423345565796;59.10942077636719;59.10942077636719;59.10942077636719
66;;;;622.0803983211517;622.0803983211517;622.0803983211517;59.35201954841614;59.35201954841614;59.35201954841614
67;;;;822.566379070282;822.566379070282;822.566379070282;65.37557935714722;65.37557935714722;65.37557935714722
68;;;;929.2023448944092;929.2023448944092;929.2023448944092;65.38141775131226;65.38141775131226;65.38141775131226
69;;;;;;;68.40957522392273;68.40957522392273;68.40957522392273
70;;;;;;;73.31355834007263;73.31355834007263;73.31355834007263
71;;;;;;;105.54289889335632;105.54289889335632;105.54289889335632
72;;;;;;;174.51093459129333;174.51093459129333;174.51093459129333
73;;;;;;;252.2085886001587;252.2085886001587;252.2085886001587
74;;;;;;;457.11889815330505;457.11889815330505;457.11889815330505
75;;;;;;;544.5254518985748;544.5254518985748;544.5254518985748
76;;;;;;;1398.2003831863403;1398.2003831863403;1398.2003831863403
77;;;;;;;;;
78;;;;;;;;;
79;;;;;;;;;
80;;;;;;;;;
81;;;;;;;;;
82;;;;;;;;;
83;;;;;;;;;
84;;;;;;;;;
85;;;;;;;;;
86;;;;;;;;;
