n;mcsta;mcstascaled;mcstashifted;Storm-static;Storm-staticscaled;Storm-staticshifted;Storm;Stormscaled;Stormshifted
1;0.5755856037139893;0.7458915395869395;1.0;0.08191394805908203;0.5303641795450432;1.0;0.05773663520812988;0.5215800727238303;1.0
2;0.7770628929138184;0.8572724515030918;1.0;0.1027524471282959;0.5380538386482377;1.0;0.0590822696685791;0.5220651231553205;1.0
3;1.4287035465240479;1.4287035465240479;1.4287035465240479;0.15395784378051758;0.557426168787137;1.0;0.0793914794921875;0.5294408460815107;1.0
4;1.6188671588897705;1.6188671588897705;1.6188671588897705;0.16910052299499512;0.5632875558394658;1.0;0.0998842716217041;0.5369888665122815;1.0
5;3.0912322998046875;3.0912322998046875;3.0912322998046875;0.25651979446411133;0.5983508858588394;1.0;0.1541273593902588;0.5574914456719072;1.0
6;3.658759117126465;3.658759117126465;3.658759117126465;0.36247920989990234;0.6437893128734731;1.0;0.16639447212219238;0.562235600716774;1.0
7;4.43337869644165;4.43337869644165;4.43337869644165;0.3788769245147705;0.6511230613164263;1.0;0.2558293342590332;0.5980655686480644;1.0
8;4.455019235610962;4.455019235610962;4.455019235610962;0.725492000579834;0.8272706186100282;1.0;0.36586451530456543;0.6452965669104422;1.0
9;4.775858163833618;4.775858163833618;4.775858163833618;0.7776095867156982;0.8575962553231897;1.0;0.3819291591644287;0.6524973433050726;1.0
10;5.612792491912842;5.612792491912842;5.612792491912842;2.521324396133423;2.521324396133423;2.521324396133423;0.720970869064331;0.824691010754468;1.0
11;5.793745040893555;5.793745040893555;5.793745040893555;2.706317901611328;2.706317901611328;2.706317901611328;0.761833667755127;0.8483012370635707;1.0
12;5.85488486289978;5.85488486289978;5.85488486289978;2.7310752868652344;2.7310752868652344;2.7310752868652344;0.9160435199737549;0.943654588497375;1.0
13;5.944459915161133;5.944459915161133;5.944459915161133;3.349825859069824;3.349825859069824;3.349825859069824;1.5427393913269043;1.5427393913269043;1.5427393913269043
14;6.741584300994873;6.741584300994873;6.741584300994873;4.010963439941406;4.010963439941406;4.010963439941406;1.905656337738037;1.905656337738037;1.905656337738037
15;6.934811353683472;6.934811353683472;6.934811353683472;4.286552429199219;4.286552429199219;4.286552429199219;1.940492868423462;1.940492868423462;1.940492868423462
16;7.4150354862213135;7.4150354862213135;7.4150354862213135;5.8338963985443115;5.8338963985443115;5.8338963985443115;2.2112386226654053;2.2112386226654053;2.2112386226654053
17;7.716775894165039;7.716775894165039;7.716775894165039;8.17256760597229;8.17256760597229;8.17256760597229;2.2439589500427246;2.2439589500427246;2.2439589500427246
18;9.742437362670898;9.742437362670898;9.742437362670898;9.037866592407227;9.037866592407227;9.037866592407227;2.5018160343170166;2.5018160343170166;2.5018160343170166
19;13.372882604598999;13.372882604598999;13.372882604598999;9.348163366317749;9.348163366317749;9.348163366317749;2.6328952312469482;2.6328952312469482;2.6328952312469482
20;13.540799140930176;13.540799140930176;13.540799140930176;9.499298095703125;9.499298095703125;9.499298095703125;2.752821207046509;2.752821207046509;2.752821207046509
21;14.378597259521484;14.378597259521484;14.378597259521484;10.094582796096802;10.094582796096802;10.094582796096802;2.7680435180664062;2.7680435180664062;2.7680435180664062
22;15.006984233856201;15.006984233856201;15.006984233856201;10.283540487289429;10.283540487289429;10.283540487289429;2.9710896015167236;2.9710896015167236;2.9710896015167236
23;15.103620767593384;15.103620767593384;15.103620767593384;12.812387466430664;12.812387466430664;12.812387466430664;3.4181132316589355;3.4181132316589355;3.4181132316589355
24;16.4165301322937;16.4165301322937;16.4165301322937;15.401335954666138;15.401335954666138;15.401335954666138;3.7900478839874268;3.7900478839874268;3.7900478839874268
25;17.554176330566406;17.554176330566406;17.554176330566406;15.47986888885498;15.47986888885498;15.47986888885498;3.8154256343841553;3.8154256343841553;3.8154256343841553
